python udp_client.py

Connected to the server.
Received ack(2591:kvhsalpvkxxtfoxawomk) from the server.
Received ack(2593:bzqujbludcguhimanzjr) from the server.
Received ack(2595:nwuzkdljbwnbeffyeyrx) from the server.
Received ack(2597:hryestoqwfthrkfkbsqk) from the server.
Received ack(2599:xmiztnqmcimgiwzvxnyq) from the server.
Received ack(2601:ncmmpkzkimwdhbsrstqa) from the server.
Received ack(2603:hyqkvpswcgtwthyrpxjh) from the server.
Received ack(2605:xlhjxjbbxudzwqidgfdy) from the server.
Received ack(2607:fhzyuuejjomwcfjnhkwi) from the server.
Received ack(2609:meqelajtroblowfllerz) from the server.
Received ack(2611:xhqlgzledputahtzqdec) from the server.
Received ack(2613:rpupkkfoeyoordbhahdb) from the server.
Received ack(2615:rgvbyskzmyezdvgcwlxg) from the server.
Received ack(2617:wkndapzlsjwdoacawssw) from the server.
Received ack(2619:wisawrljdgvkbxgworhq) from the server.
Received ack(2621:zmhgbpzadxkeidaouqky) from the server.
Received ack(2623:ncgyigxtkqwdsvoddghs) from the server.
Received ack(2625:cqivhzklpvwvnvqojloq) from the server.
Received ack(2627:upqwyadbkkavbbskaryj) from the server.
Received ack(2629:gepbcvxvzctaiwasssfj) from the server.
Received ack(2631:nzoamojwiojmafyrlprr) from the server.
Received ack(2633:meudhcteziwyyrmfuywk) from the server.
Received ack(2635:borywweutxagkgzaclcr) from the server.
Received ack(2637:zfboorkmcevbuhjmgkdm) from the server.
Received ack(2639:secwnjghtvpfoqrmcknv) from the server.
Received ack(2641:gcodtpdofcxeukyxlhcx) from the server.
Received ack(2643:vftaiuarjtiiyfauhvax) from the server.
Received ack(2645:ybkuieuhwgfgmuzyclwx) from the server.
Received ack(2647:tsavoupozuqmuvuwdble) from the server.
Received ack(2649:okuoqxorhxkenbjpkivk) from the server.
Received ack(2651:vmhvhqdghixiourdgaof) from the server.
Received ack(2653:ijganvacgkeecyjkgldq) from the server.
Received ack(2655:axzycwyzcaixtkdvufmh) from the server.
Received ack(2657:hjyedsrmadrmehaxyrfi) from the server.
Received ack(2659:jxcbnpkwmvprslwhfsdl) from the server.
Received ack(2661:ltoegxaxudrxmefekbqd) from the server.
Received ack(2663:bvkxnqsgqpjafrhdoved) from the server.
Received ack(2665:smpdiutskqbaanxfermf) from the server.
Received ack(2667:ywyqdquumeblzsbyjhvg) from the server.
Received ack(2669:hlhrwbyijrehfnqqlfko) from the server.
Received ack(2671:cpyqvpeeogbtishwgzhe) from the server.
Received ack(2673:yjihhncofuueuvhlflhy) from the server.
Received ack(2675:heazthlonqsvracgyofw) from the server.
Received ack(2677:egkktkakfqbinyzdqdjd) from the server.
Received ack(2679:ggaaejnpnjhtmsjdjlcg) from the server.
Received ack(2681:gnwqtavvocjcercpunbv) from the server.
Received ack(2683:vrnrtkkgcpivnsyjrvmy) from the server.
Received ack(2685:incmnlfpptbafbtsjitl) from the server.
Received ack(2687:qojrhanvyijmnsudyzqa) from the server.
Received ack(2689:golhhdesapmetwvpmpwi) from the server.
Received ack(2691:pniucmwpozvofrwghtlt) from the server.
Received ack(2693:czmjadaearrkhuegghbl) from the server.
Received ack(2695:brzbmnfwonpyfcozgpzh) from the server.
Received ack(2697:qtgqpfzhnvaduuxrkymi) from the server.
Received ack(2699:kcvzetcrimtplzjlpufx) from the server.
Received ack(2701:nssihdmbkvyomvqntkil) from the server.
Received ack(2703:pntoguevytabfpisykxq) from the server.
Received ack(2705:oiuaxuffdzvunomqyocy) from the server.
Received ack(2707:hdpizxeyjbtsvjmndkkl) from the server.
Received ack(2709:mkniqwiejfmiyujpsbym) from the server.
Received ack(2711:lxntdoqyubpdazsfzydh) from the server.
Received ack(2713:kapqirxshvxdebynaspd) from the server.
Received ack(2715:buuvihdserwstixnvaja) from the server.
Received ack(2717:antjefgwrktvjeqslimv) from the server.
Received ack(2719:atgeuqhgirevrwwxeuha) from the server.
Received ack(2721:dlhoaaelwqoayifhifap) from the server.
Received ack(2723:itrbumwpmraotjazpqgb) from the server.
Received ack(2725:dyacbtuecvkpclmcmsdt) from the server.
Received ack(2727:ogtlewpefkyqfeeguzpa) from the server.
Received ack(2729:nsdvlexvioakjmeatyah) from the server.
Received ack(2731:yoxcuebcaeepthnwvmzs) from the server.
Received ack(2733:cxloggdmdpugpfxrrghj) from the server.
Received ack(2735:deitedirwhbxjyjerkib) from the server.
Received ack(2737:dgqkrnxavswvxrvafhqg) from the server.
Received ack(2739:sifinlvutnkmywkxtpyc) from the server.
Received ack(2741:hibrvdrbfyxhffjhkyzu) from the server.
Received ack(2743:unusoziqbvuujbetsalm) from the server.
Received ack(2745:eceohtanvekpwmpyfvcp) from the server.
Received ack(2747:aagnhrliodmgyiyhpmqk) from the server.
Received ack(2749:rjeolwzrftwubsuhipin) from the server.
Received ack(2751:kpxfyzxeedesyurbthct) from the server.
Received ack(2753:bcjuktkaccbehzkywlph) from the server.
Received ack(2755:kvapzjhztigirytvnfvq) from the server.
Received ack(2757:upytcsvsdczrjsjdgkjb) from the server.
Received ack(2759:lztbdaunnfhixgwautxo) from the server.
Received ack(2761:eaeojqzydqiofyuxgxwr) from the server.
Received ack(2763:cajmzeujmpklcfyqldnn) from the server.
Received ack(2765:ysabjvpxwwdgbntrrumj) from the server.
Received ack(2767:midkevknqakhmejfqimc) from the server.
Received ack(2769:yuuhzjdpyzriuowwossc) from the server.
Received ack(2771:otdifpqpqvyxzobeghid) from the server.
Received ack(2773:agfqffqalbxmzbtgeeuh) from the server.
Received ack(2775:jsmyenkgsunibkbwbvbc) from the server.
Received ack(2777:osxbutztafjtpymdrywa) from the server.
Received ack(2779:fsojybmilparcilwdfts) from the server.
Received ack(2781:wavxtdtjducvgezkpwul) from the server.
Received ack(2783:zkdctxtsgxmdxznhcubc) from the server.
Received ack(2785:iusdeuedgfqsijotlklj) from the server.
Received ack(2787:ucjnirgcygikgxeodqhi) from the server.
Received ack(2789:jpmjhklpzsofeeriqhbm) from the server.
Received ack(2791:sjaheutdvcnpixuiblda) from the server.
Received ack(2793:hqekhmetlitbabxtymps) from the server.
Received ack(2795:btsrazdepijswtutyatk) from the server.
Received ack(2797:vuvztnrxzdojajirkobq) from the server.
Received ack(2799:kwixrxfhhbbcpqubvhye) from the server.
Received ack(2801:vnlasniklkbottjpmevs) from the server.
Received ack(2803:kioacfezctliqbsqcank) from the server.
Received ack(2805:uusozfkcrmrvtascnasu) from the server.
Received ack(2807:cesqlhvccwfzdqnzbvph) from the server.
Received ack(2809:jmaddkmzrbmvnlmnponj) from the server.
Received ack(2811:ptvlicyapzmubwaxgbtd) from the server.
Received ack(2813:pbegptglybvvfccmhsgh) from the server.
Received ack(2815:btswkozzrngzvffmloyr) from the server.
Received ack(2817:vzfjcrflzsokztzniiii) from the server.
Received ack(2819:ttempeambodwjogintpa) from the server.
Received ack(2821:jgdcuwaqqzqapkowvsuv) from the server.
Received ack(2823:mnlqejqfgweghnpyokpm) from the server.
Received ack(2825:gjuxwqzzfjxatakfrunm) from the server.
Received ack(2827:ejtxqiyyioqkwytszzid) from the server.
Received ack(2829:wamuslczckvkdrjxxilf) from the server.
Received ack(2831:qtcogdasuuzndiroslld) from the server.
Received ack(2833:srqbmikbhigqgdzkebvo) from the server.
Received ack(2835:okqmmpbhkqzoejmhohek) from the server.
Received ack(2837:iszvscwlgnfapceozrsj) from the server.
Received ack(2839:pxfucayuunzqzaqplosy) from the server.
Received ack(2841:mpmkwvaufpqpazxcqpja) from the server.
Received ack(2843:qxrpybyrctbbpivgwvqs) from the server.
Received ack(2845:auofvikmtfgmvukgfdpa) from the server.
Received ack(2847:fcmpdwxlypvdfowwewop) from the server.
Received ack(2849:oizupeeuvinqlfksyxlz) from the server.
Received ack(2851:eyqgwlevpdjdvziyxvve) from the server.
Received ack(2853:tvsytrvewulifecnilfz) from the server.
Received ack(2855:zslqirpdjxdchxrvxrzw) from the server.
Received ack(2857:mggddnalvjyawyabrnkr) from the server.
Received ack(2859:ltwkrajpzvrgbigwkdjf) from the server.
Received ack(2861:opnqraimfcycgybnooae) from the server.
Received ack(2863:mlnoykbzjkulbuzpxqkb) from the server.
Received ack(2865:uzazythfagebnkzjiagw) from the server.
Received ack(2867:dfwgqvlfbidbsjnfvczl) from the server.
Received ack(2869:lieqavzmpbysbqokporl) from the server.
Received ack(2871:slfqawgqoniwwpxpgmsf) from the server.
Received ack(2873:nqiugugiphuwasxktuis) from the server.
Received ack(2875:hyejzzdtooxxydvaupzu) from the server.
Received ack(2877:hnojjajyzedlwstkgycn) from the server.
Received ack(2879:ftjcxscguvilkpqhhetu) from the server.
Received ack(2881:fsneaxnsvtfuphdepvtr) from the server.
Received ack(2883:brvnzyuyyferstqczdeu) from the server.
Received ack(2885:rlpbufeeajyvjodncgri) from the server.
Received ack(2887:qzlkhpscnfspmvjprbow) from the server.
Received ack(2889:iywdbvtxqgigfenuueuh) from the server.
Received ack(2891:syjqgfmhrswlwzqjcrjc) from the server.
Received ack(2893:mxqlflrhcvpukpkpobod) from the server.
Received ack(2895:nlwulrzcutxiidvvrmxu) from the server.
Received ack(2897:huumvrjdjdtzoxjhripi) from the server.
Received ack(2899:ikvqkdezpcihhpaopqgu) from the server.
Received ack(2901:mpthzbygspwoblymbifr) from the server.
Received ack(2903:pekoavkdkdmggecuvurm) from the server.
Received ack(2905:wrzqgvhtxqyttyegzoie) from the server.
Received ack(2907:csspupvcozuxzbavqnwg) from the server.
Received ack(2909:wtogehudmyrrzzgflahh) from the server.
Received ack(2911:pyhmgqzmimojkqgvjkce) from the server.
Received ack(2913:sjscwppcqcnkjxdvzpyj) from the server.
Received ack(2915:nebfbvpzyyojxopcusyh) from the server.
Received ack(2917:xdeyeynrtkbddlulipal) from the server.
Received ack(2919:iawcakkrjqglushralle) from the server.
Received ack(2921:seutcgizvdshxszmcxmh) from the server.
Received ack(2923:cozkbmbwzkqrghyrjbby) from the server.
Received ack(2925:mgipvhtfvllcnnxxemic) from the server.
Received ack(2927:xqannwksierxzycuitzp) from the server.
Received ack(2929:rrpfmletorcneernaapk) from the server.
Received ack(2931:uojrizyogyqhajwoigxb) from the server.
Received ack(2933:jagqoalkeiigjugsbfdb) from the server.
Received ack(2935:uymzwdgmvkllczwrmzlo) from the server.
Received ack(2937:mrqibacykwgbzydliecf) from the server.
Received ack(2939:qjyogiktmbswetdsclka) from the server.
Received ack(2941:eklwwecgxwnscbmhuaoa) from the server.
Received ack(2943:jjamirlduiapcifkiwpk) from the server.
Received ack(2945:blnoamppwkduajflnzgs) from the server.
Received ack(2947:bfsjentazqvzikqxzmxy) from the server.
Received ack(2949:budkueohflwshypljdvv) from the server.
Received ack(2951:ilbvbcqljnesmfqzweah) from the server.
Received ack(2953:swqkqobygcypfhvalnnn) from the server.
Received ack(2955:gdarrhgxjyxfqseyjgsv) from the server.
Received ack(2957:lmbcharbxfouqhloruul) from the server.
Received ack(2959:dzxyryngceajtrmfoktt) from the server.
Received ack(2961:morblttkybrvrtxxlmsc) from the server.
Received ack(2963:tqpdpmaixetkokhwrbpz) from the server.
Received ack(2965:smfgehxczgkylgasoike) from the server.
Received ack(2967:qvwzxktylykgzkmysyuz) from the server.
Received ack(2969:lcxyuzmyzdcojkahzlaj) from the server.
Received ack(2971:gncfvpfjmmjfnxyguuvc) from the server.
Received ack(2973:sxrlipzqwlmduqfpzbbe) from the server.
Received ack(2975:naxvwvzoprexbkbabpov) from the server.
Received ack(2977:ygxagsvimbpeavsfijjp) from the server.
Received ack(2979:qfgxodjihghxhafpsiap) from the server.
Received ack(2981:xuxctjmukvggbpwowdfs) from the server.
Received ack(2983:pjlhawpvcxydvdzjoxwn) from the server.
Received ack(2985:dnisrigktkfkrxvhtzuf) from the server.
Received ack(2987:eyjauppnfbnztghfcfrt) from the server.
Received ack(2989:mhtxspnjpcjyhebpruwz) from the server.
Received ack(2991:cykjzgtmqckdhadgcroj) from the server.
Received ack(2993:grmuxhqpddrfjgeaqmpr) from the server.
Received ack(2995:hwdtovyaiynjoscozgnr) from the server.
Received ack(2997:wxsyyihtppyxenpuwkmn) from the server.
Received ack(2999:tcbsgrjqnkzfwruaakch) from the server.
Received ack(3001:fmdswefiofmvmvnrycts) from the server.
Received ack(3003:uyhdycfeclobzfzjhxgu) from the server.
Received ack(3005:ndefqlaxhvfyotktvjaz) from the server.
Received ack(3007:uiialakiuhehnusfrrkt) from the server.
Received ack(3009:dsfvfusipmjblmxvefjd) from the server.
Received ack(3011:aiccbtehctjoytvamqnr) from the server.
Received ack(3013:hrskxlnwlckjpaqddncc) from the server.
Received ack(3015:iriqklndossjthokcbzq) from the server.
Received ack(3017:onjupjrxbrwdvbidjfth) from the server.
Received ack(3019:jegpsroezcucvxwblhhj) from the server.
Received ack(3021:yexyccbwyvqyaaixnjom) from the server.
Received ack(3023:yftypzhoscciskezvtbk) from the server.
Received ack(3025:uwsvrppjymymkdhkesza) from the server.
Received ack(3027:hrwzvqzubvqnxnwftjqn) from the server.
Received ack(3029:gskkcdsajtiskizoigvt) from the server.
Received ack(3031:dmujdygqrjpxhkfykvek) from the server.
Received ack(3033:rpbhhdrxqorowajunukp) from the server.
Received ack(3035:pekdkyivqjrnjsiuwaux) from the server.
Received ack(3037:kmrmeipegtismmrxouyh) from the server.
Received ack(3039:uunqbpmruomxohekbyvk) from the server.
Received ack(3041:vtcbfnpjskzwjsvbuvms) from the server.
Received ack(3043:khgjknugbvunbnwzqbpw) from the server.
Received ack(3045:adqjpuvfnmrnmymhhiiz) from the server.
Received ack(3047:gsfhqjdpbpytnyuynloi) from the server.
Received ack(3049:quihvysenbvsgrmptuny) from the server.
Received ack(3051:jebsmrdolzmdltuznoua) from the server.
Received ack(3053:pcttzknpzszqnosdbdpd) from the server.
Received ack(3055:kyfpykmxhugzllurvvpq) from the server.
Received ack(3057:ikgjnzyvqtqhsjbaiskl) from the server.
Received ack(3059:rwusasdpzjusruzmaoch) from the server.
Received ack(3061:lvhpvlsmndmafbztrncj) from the server.
Received ack(3063:gvjnjpwvzrsottwflpig) from the server.
Received ack(3065:oyypmdhnbbvhtytflzmx) from the server.
Received ack(3067:kjcexagrljjpyvfbcrzc) from the server.
Received ack(3069:bxtzmqdmnmtywaxmqyhk) from the server.
Received ack(3071:rgmeuvhzdxspnutmjcbm) from the server.
Received ack(3073:yijdeacldioxexffyijg) from the server.
Received ack(3075:cehcspyltxrecizcewuk) from the server.
Received ack(3077:nvvjyrvgkofeoumrhral) from the server.
Received ack(3079:ckbxganvkbsrwknvqfos) from the server.
Received ack(3081:mihbegacfxqebltqhtei) from the server.
Received ack(3083:jdgpxuxcpzmusxdmjhwl) from the server.
Received ack(3085:wrdlnrdqabqihhvriwwx) from the server.
Received ack(3087:doitklcgjkcvzkdytobn) from the server.
Received ack(3089:fodavocbodegpkttglxp) from the server.
Received ack(3091:yrdulwxmkywxchqxepip) from the server.
Received ack(3093:lolpkmgztydeubafatus) from the server.
Received ack(3095:nmqolrcfmhmxylusmrfx) from the server.
Received ack(3097:vthshweykgjnokizfstl) from the server.
Received ack(3099:dpaxvxfgleitbmzgmhku) from the server.
Received ack(3101:olkhmruzlbaqnscnrdhy) from the server.
Received ack(3103:hcsszpirnkbarrczjpdy) from the server.
Received ack(3105:srrpqlhxnwabvliingmj) from the server.
Received ack(3107:szjsmnngvdnurkqvmgae) from the server.
Received ack(3109:bfosbsykiztrcnvazwjq) from the server.
Received ack(3111:ojubyusmpyejuayoujkv) from the server.
Received ack(3113:crmgemuwdgzjqzxyaqoh) from the server.
Received ack(3115:xpkpmlqyyjwvyjgqffnu) from the server.
Received ack(3117:nsbwwqqnpylvtxvhhvgo) from the server.
Received ack(3119:bfyjgalomzxiwdytjalu) from the server.
Received ack(3121:dsyqxguxgvhxufateqlr) from the server.
Received ack(3123:ghlnrefmfcbcrzdvnlak) from the server.
Received ack(3125:nexklcmvfszcwvwyypqy) from the server.
Received ack(3127:lewipkaxwswmhujwjhqw) from the server.
Received ack(3129:mgpvgkaiixmblvwslgzk) from the server.
Received ack(3131:suukwtgfdtqtjrfupaps) from the server.
Received ack(3133:pjyksosfhzpjthqniyfu) from the server.
Received ack(3135:rdqvlqlssmywkfbbabuq) from the server.
Received ack(3137:pnutdjowndaiwoakqawj) from the server.
Received ack(3139:ivxsicmhfdxzxsxturph) from the server.
Received ack(3141:ejzssrvcnlvmeoqbnnht) from the server.
Received ack(3143:uuwwcsgavxrifhipnhci) from the server.
Received ack(3145:jrlhsxqgalwkuceqcvkq) from the server.
Received ack(3147:rkubiilxxuawxrsiuhhv) from the server.
Received ack(3149:kxponwtgtuvgpkdxmcly) from the server.
Received ack(3151:lxmbmpzksokzscraarxe) from the server.
Received ack(3153:dkubppgclafucbfcpmcp) from the server.
Received ack(3155:vhzryswaijcscfvwczuy) from the server.
Received ack(3157:pqzmmldnvcgsphpalski) from the server.
Received ack(3159:xyzbplzrfvhywyuurbne) from the server.
Received ack(3161:giqyomuylulbtcjemern) from the server.
Received ack(3163:glytnkyqbpoqqtnnhvrw) from the server.
Received ack(3165:rhyqaarqkqhnbmdgqewg) from the server.
Received ack(3167:gqrpliintzerdauvwgrn) from the server.
Received ack(3169:iouaeusjrochgmwwdfjr) from the server.
Received ack(3171:zwkehqtgjvhyotivtnrg) from the server.
Received ack(3173:qvfzhpszpvucodsglhsw) from the server.
Received ack(3175:dnjbrtjxjtktsbgjhdkn) from the server.
Received ack(3177:kjslyymxxlowtqiewndu) from the server.
Received ack(3179:dnolnrhtkkuicgdavowm) from the server.
Received ack(3181:mqihixonpvlxpplhesas) from the server.
Received ack(3183:mtngyduckfxkfrwxpmjj) from the server.
Received ack(3185:mvvsmpffqwlwidejvpvm) from the server.
Received ack(3187:qdprbmvfbaeqjcqhctpz) from the server.
Received ack(3189:ytsfpwsbxsyiisovsixu) from the server.
Received ack(3191:afbbefmvuvjskwixszrw) from the server.
Received ack(3193:aekfkoztkddbesyhdpxq) from the server.
Received ack(3195:pihwngdvmdqfukatukmi) from the server.
Received ack(3197:bnvarrbiwqgqzkjkrdtf) from the server.
Received ack(3199:dpizlmcfqflawcyzbtgv) from the server.
Received ack(3201:hvnbgeboiqxzagcibjjl) from the server.
Received ack(3203:gdgfngmoxllckibygetj) from the server.
Received ack(3205:iwyxfaqvkgisrffllqxi) from the server.
Received ack(3207:dbizudtvyhsaxerakiti) from the server.
Received ack(3209:ihomygjaqtomymmtucoi) from the server.
Received ack(3211:zrwflnrgpixbkxglqtui) from the server.
Received ack(3213:dntogpiatyxvsuhjnxsx) from the server.
Received ack(3215:onchetkytruyrtjqkcsg) from the server.
Received ack(3217:cunajmtfylnfvzmpxeny) from the server.
Received ack(3219:zewfbplhcoxroqqjmssy) from the server.
Received ack(3221:ehlirvqrwvhhqvctydfq) from the server.
Received ack(3223:scntbcwarsqdxrphzadm) from the server.
Received ack(3225:izroudavfvrprazhzjqo) from the server.
Received ack(3227:xmmootdsppmciilsglhy) from the server.
Received ack(3229:saxdbkfmzmsdsaakuaoa) from the server.
Received ack(3231:tmjcmpdlmdjiecburwlv) from the server.
Received ack(3233:lbejsywzywirpkccspzf) from the server.
